,Sexo;Edad;Tasa de riesgo de pobreza con umbral fijo año 2008;Periodo;Total
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;15,1.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;14,6.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;14,3.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;17,
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;16,4.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;19,9.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;21,6.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;21,6.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;24,6.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;26,4.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;24,9.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;22,5.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;20,4.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;17,1.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;14,3.0
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;13,
Hombres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;12,2.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;15,8.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;16,3.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;16,2.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;17,1.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;19,4.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;20,
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;18,4.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;20,1.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;20,7.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;20,1.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;19,8.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;20,3.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;20,9.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;19,
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;20,5.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;22,1.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;9,6.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;9,4.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;9,4.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;11,3.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;11,7.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;12,5.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;11,1.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;12,
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;12,2.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;11,3.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;13,2.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;12,
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;11,6.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;9,6.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;11,8.0
Hombres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;12,1.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;29,6.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;28,7.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;30,2.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;28,3.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;30,6.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;29,4.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;32,7.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;36,2.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;38,2.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;40,2.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;37,8.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;32,6.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;30,4.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;28,6.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;28,7.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;26,1.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;29,3.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;26,9.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;29,4.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;28,6.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;28,9.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;28,2.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;31,
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;36,
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;37,9.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;39,4.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;38,3.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;33,6.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;30,3.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;27,1.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;28,7.0
Hombres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;26,7.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;17,6.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;18,3.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;21,5.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;19,9.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;23,
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;24,1.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;25,1.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;28,9.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;29,5.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;30,
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;27,5.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;24,5.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;21,
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;17,7.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;15,6.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;15,6.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;15,7.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;15,8.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;19,2.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;17,9.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;21,6.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;21,9.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;22,5.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;26,6.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;28,1.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;27,9.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;26,3.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;23,4.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;19,3.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;16,1.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;14,8.0
Hombres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;14,7.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;20,7.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;21,1.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;23,4.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;22,6.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;25,8.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;26,7.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;27,6.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;29,4.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;30,
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;31,4.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;27,9.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;26,4.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;24,6.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;21,1.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;20,6.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;21,2.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;17,3.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;17,3.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;19,7.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;19,3.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;21,7.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;22,2.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;23,1.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;25,3.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;26,8.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;27,1.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;25,1.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;23,
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;20,7.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;17,3.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;17,4.0
Mujeres;Total;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;17,6.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;27,7.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;27,1.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;29,6.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;28,3.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;32,
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;30,3.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;33,3.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;35,2.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;36,4.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;38,6.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;33,1.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;32,6.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;31,8.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;29,5.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;27,6.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;28,2.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;27,1.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;25,8.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;29,
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;28,
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;31,5.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;29,3.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;31,4.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;34,6.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;35,8.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;37,7.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;33,2.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;32,6.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;30,9.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;28,2.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;28,3.0
Mujeres;Menores de 16 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;29,3.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;20,9.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;21,8.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;25,8.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;23,9.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;31,8.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;34,7.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;34,4.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;36,7.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;36,7.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;36,1.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;31,6.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;30,9.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;26,6.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;23,1.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;19,3.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;20,1.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;20,1.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;20,9.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;24,7.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;23,2.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;31,3.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;33,5.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;33,4.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;36,1.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;37,1.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;36,1.0
