Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Label,asimetria_de_trafico
101157,3,5,114940.1426,79.0849867,DDoS,0.25
5198738,4,0,4.616505006,0.769417501,DDoS,1.0
101627,3,5,114408.5725,78.719238,DDoS,0.25
5193457,5,0,5.77649916,0.96274986,DDoS,1.0
99211,3,6,117194.6659,90.71574725,DDoS,0.3333333333333333
5200260,5,0,5.768942322,0.961490387,DDoS,1.0
94406,3,4,123159.5449,74.14782959,DDoS,0.14285714285714285
5195337,4,0,4.619527087,0.769921181,DDoS,1.0
87615,3,7,132774.0684,114.1357074,DDoS,0.4
92341,3,6,125978.7093,97.46483144,DDoS,0.3333333333333333
139381,3,6,83461.87787,64.57121128,DDoS,0.3333333333333333
5144869,5,0,5.831052258,0.971842043,DDoS,1.0
138750,3,6,83841.44144,64.86486486,DDoS,0.3333333333333333
5142880,4,0,4.666645926,0.777774321,DDoS,1.0
134709,3,4,86356.51664,51.96386285,DDoS,0.14285714285714285
5137235,4,0,4.671773824,0.778628971,DDoS,1.0
120696,3,5,96382.64731,66.28222973,DDoS,0.25
5142906,4,0,4.666622334,0.777770389,DDoS,1.0
120860,3,5,96251.86166,66.1922886,DDoS,0.25
5141888,4,0,4.66754624,0.777924373,DDoS,1.0
119339,3,5,97478.61135,67.03592288,DDoS,0.25
5139884,4,0,4.669366079,0.77822768,DDoS,1.0
119051,3,4,97714.42491,58.79833013,DDoS,0.14285714285714285
5140882,4,0,4.668459615,0.778076602,DDoS,1.0
117404,3,5,99085.21004,68.14077885,DDoS,0.25
5137951,4,0,4.671122788,0.778520465,DDoS,1.0
112856,3,4,103078.259,62.02594457,DDoS,0.14285714285714285
54234,3,5,214385.8096,147.5089427,DDoS,0.25
5130889,4,0,4.67755198,0.779591997,DDoS,1.0
53606,3,5,216897.3622,149.2370257,DDoS,0.25
5129937,4,0,4.678420027,0.779736671,DDoS,1.0
1114463,3,6,10432.82729,8.075638222,DDoS,0.3333333333333333
4081962,5,0,7.349406976,1.224901163,DDoS,1.0
1064406,3,6,10923.46342,8.455420206,DDoS,0.3333333333333333
4131475,4,0,5.809063349,0.968177225,DDoS,1.0
1114413,3,7,10433.29538,8.973333944,DDoS,0.4
4079893,5,0,7.353134016,1.225522336,DDoS,1.0
1113416,3,7,10442.63779,8.981369048,DDoS,0.4
4080926,5,0,7.351272726,1.225212121,DDoS,1.0
1112230,3,5,10453.77305,7.192756894,DDoS,0.25
4077919,5,0,7.356693451,1.226115575,DDoS,1.0
1108241,3,4,10491.40034,6.316315675,DDoS,0.14285714285714285
4082907,5,0,7.347705936,1.224617656,DDoS,1.0
1107216,3,4,10501.1127,6.322162975,DDoS,0.14285714285714285
4077931,5,0,7.356671802,1.226111967,DDoS,1.0
1092721,3,5,10645.90138,7.321173474,DDoS,0.25
4077458,5,0,7.357525203,1.226254201,DDoS,1.0
1818594,3,6,6396.699868,4.948878089,DDoS,0.3333333333333333
3331938,4,0,7.203015182,1.20050253,DDoS,1.0
1791374,3,6,6490.548596,5.024076491,DDoS,0.3333333333333333
75,3,1,18600000.0,53333.33333,DDoS,0.5
3311921,3,0,3.623274831,0.905818708,DDoS,1.0
1791369,3,4,6490.566712,3.907625955,DDoS,0.14285714285714285
1790349,3,6,6494.264526,5.026952846,DDoS,0.3333333333333333
1789354,3,5,6497.87577,4.470887259,DDoS,0.25
1788347,3,4,6501.534657,3.914229174,DDoS,0.14285714285714285
1787345,3,5,6505.17947,4.475912597,DDoS,0.25
1786183,3,4,6512.770528,3.918971348,DDoS,0.14285714285714285
1779140,3,5,6538.552334,4.496554515,DDoS,0.25
1778374,3,4,6541.368688,3.936179904,DDoS,0.14285714285714285
1778471,3,6,6541.011914,5.060526711,DDoS,0.3333333333333333
781476,3,6,14885.9338,11.51666846,DDoS,0.3333333333333333
732841,3,5,15873.83894,10.9164198,DDoS,0.25
732871,3,4,15873.18914,9.551476317,DDoS,0.14285714285714285
732467,3,5,15881.94417,10.92199376,DDoS,0.25
731319,3,4,15906.87511,9.571746392,DDoS,0.14285714285714285
731330,3,5,15906.63586,10.9389742,DDoS,0.25
731121,3,5,15911.18296,10.94210124,DDoS,0.25
728495,3,5,15968.53788,10.98154414,DDoS,0.25
3201946,5,0,9.369302293,1.561550382,DDoS,1.0
106241,3,5,109439.8584,75.30049604,DDoS,0.25
3204064,4,0,7.490487081,1.248414514,DDoS,1.0
106902,3,5,108763.1663,74.83489551,DDoS,0.25
3201898,5,0,9.369442749,1.561573792,DDoS,1.0
107137,3,5,108524.5993,74.67074867,DDoS,0.25
3199930,5,0,9.375205083,1.56253418,DDoS,1.0
107359,3,4,108300.1891,65.20179957,DDoS,0.14285714285714285
3195971,4,0,7.509454873,1.251575812,DDoS,1.0
105274,3,4,110445.1242,66.49315121,DDoS,0.14285714285714285
3195986,5,0,9.386774535,1.564462423,DDoS,1.0
105922,3,5,109769.453,75.52727479,DDoS,0.25
3191946,5,0,9.39865524,1.56644254,DDoS,1.0
106247,3,5,109433.6781,75.29624366,DDoS,0.25
3189945,4,0,7.52364069,1.253940115,DDoS,1.0
105651,3,4,110051.017,66.25588021,DDoS,0.14285714285714285
3185947,4,0,7.533082,1.255513667,DDoS,1.0
104316,3,4,111459.4118,67.10379999,DDoS,0.14285714285714285
3186940,4,0,7.530734811,1.255122469,DDoS,1.0
104636,3,4,111118.5443,66.89858175,DDoS,0.14285714285714285
3183943,4,0,7.537823384,1.256303897,DDoS,1.0
101981,3,4,114011.4335,68.64023691,DDoS,0.14285714285714285
3182926,4,0,7.54023185,1.256705308,DDoS,1.0
91774,3,4,126757.0336,76.27432606,DDoS,0.14285714285714285
89257,3,6,130331.5146,100.8324277,DDoS,0.3333333333333333
90155,3,6,129033.3315,99.82807387,DDoS,0.3333333333333333
90407,3,6,128673.6646,99.54981362,DDoS,0.3333333333333333
140343,3,6,82889.77719,64.12859922,DDoS,0.3333333333333333
3142797,5,0,9.545637214,1.590939536,DDoS,1.0
141658,3,6,82120.31795,63.53329851,DDoS,0.3333333333333333
3139509,4,0,7.644507469,1.274084578,DDoS,1.0
140670,3,6,82697.09249,63.97952655,DDoS,0.3333333333333333
3138448,5,0,9.558864764,1.593144127,DDoS,1.0
139802,3,4,83210.54062,50.07081444,DDoS,0.14285714285714285
3148932,5,0,9.527039644,1.587839941,DDoS,1.0
1110147,3,6,10473.38776,8.107034474,DDoS,0.3333333333333333
2073976,5,0,14.4649697,2.410828283,DDoS,1.0
1109012,3,6,10484.10657,8.115331484,DDoS,0.3333333333333333
2072978,4,0,11.57754689,1.929591149,DDoS,1.0
1108051,3,5,10493.19932,7.219884283,DDoS,0.25
2072009,4,0,11.58296127,1.930493545,DDoS,1.0
1105962,3,4,10513.01943,6.329331388,DDoS,0.14285714285714285
2071708,4,0,11.58464417,1.930774028,DDoS,1.0
1830840,3,6,6350.636866,4.915776365,DDoS,0.3333333333333333
1348998,5,0,22.2387283,3.706454717,DDoS,1.0
1829901,3,5,6353.895648,4.371821208,DDoS,0.25
1347997,5,0,22.25524241,3.709207068,DDoS,1.0
1828016,3,4,6360.447611,3.829288146,DDoS,0.14285714285714285
1347138,4,0,17.81554674,2.969257789,DDoS,1.0
1826052,3,5,6367.288555,4.381036247,DDoS,0.25
1345939,4,0,17.83141732,2.971902887,DDoS,1.0
1825257,3,4,6370.06186,3.835076376,DDoS,0.14285714285714285
1341288,4,0,17.89324888,2.982208146,DDoS,1.0
1823029,3,4,6377.846979,3.839763383,DDoS,0.14285714285714285
1342799,4,0,17.87311429,2.978852382,DDoS,1.0
1823542,3,4,6376.052759,3.838683178,DDoS,0.14285714285714285
1339453,4,0,17.91776195,2.986293659,DDoS,1.0
1824770,3,5,6371.761921,4.384114162,DDoS,0.25
1349994,5,0,22.22232099,3.703720165,DDoS,1.0
1823768,3,5,6375.262643,4.386522847,DDoS,0.25
1348077,4,0,17.80313736,2.96718956,DDoS,1.0
1823814,3,6,6375.101847,4.934713737,DDoS,0.3333333333333333
1345942,4,0,17.83137758,2.971896263,DDoS,1.0
1822654,3,4,6382.451085,3.840553391,DDoS,0.14285714285714285
1339985,5,0,22.38831032,3.731385053,DDoS,1.0
1819511,3,5,6393.476049,4.39678573,DDoS,0.25
1335895,5,0,22.45685477,3.742809128,DDoS,1.0
1794537,3,5,6479.108539,4.457974397,DDoS,0.25
1330977,5,0,22.53983352,3.75663892,DDoS,1.0
1792736,3,6,6485.617514,5.020259536,DDoS,0.3333333333333333
1332970,5,0,22.50613292,3.751022154,DDoS,1.0
1792522,3,5,6486.391799,4.46298567,DDoS,0.25
1328969,4,0,18.05911199,3.009851998,DDoS,1.0
1790526,3,4,6493.622544,3.90946571,DDoS,0.14285714285714285
1329002,5,0,22.57332946,3.762221577,DDoS,1.0
729501,3,6,15946.51687,12.33720036,DDoS,0.3333333333333333
728703,3,6,15963.97984,12.35071078,DDoS,0.3333333333333333
728168,3,5,15975.7089,10.98647565,DDoS,0.25
727086,3,5,15999.48287,11.00282498,DDoS,0.25
50088,3,6,232131.4487,179.6837566,DDoS,0.3333333333333333
1291995,4,0,18.57592328,3.095987214,DDoS,1.0
63521,3,5,183041.8287,125.9426017,DDoS,0.25
1276922,5,0,23.49399572,3.915665953,DDoS,1.0
62524,3,6,185960.5911,143.9447252,DDoS,0.3333333333333333
1275573,5,0,23.51884212,3.91980702,DDoS,1.0
63075,3,6,184336.1078,142.6872771,DDoS,0.3333333333333333
1272871,5,0,23.56876698,3.928127831,DDoS,1.0
62068,3,4,187326.8029,112.7795321,DDoS,0.14285714285714285
1272205,5,0,23.58110525,3.930184208,DDoS,1.0
61772,3,6,188224.4383,145.6970796,DDoS,0.3333333333333333
1270850,4,0,18.88499823,3.147499705,DDoS,1.0
64205,3,7,181091.8153,155.7511097,DDoS,0.4
1266008,5,0,23.69653272,3.949422121,DDoS,1.0
63190,3,6,184000.633,142.4275993,DDoS,0.3333333333333333
1271997,4,0,18.86796903,3.144661505,DDoS,1.0
60412,3,4,192461.7626,115.871019,DDoS,0.14285714285714285
1275919,4,0,18.80997148,3.134995247,DDoS,1.0
62218,3,7,186875.1808,160.7251921,DDoS,0.4
1273005,5,0,23.56628607,3.927714345,DDoS,1.0
62212,3,5,186893.2039,128.5925545,DDoS,0.25
1271000,4,0,18.88276947,3.147128245,DDoS,1.0
60194,3,4,193158.7866,116.2906602,DDoS,0.14285714285714285
1270617,5,0,23.61057659,3.935096099,DDoS,1.0
112844,3,6,103036.0498,79.7561235,DDoS,0.3333333333333333
1194014,4,0,20.10026683,3.350044472,DDoS,1.0
110686,3,6,105044.9018,81.31109625,DDoS,0.3333333333333333
1193005,5,0,25.14658363,4.191097271,DDoS,1.0
1190085,5,0,25.20828344,4.201380574,DDoS,1.0
109075,3,4,106596.3786,64.17602567,DDoS,0.14285714285714285
1194003,5,0,25.12556501,4.187594169,DDoS,1.0
93412,3,5,124534.3211,85.64210166,DDoS,0.25
132392,3,6,87867.847,67.97993836,DDoS,0.3333333333333333
1153717,5,0,26.00291059,4.333818432,DDoS,1.0
141705,3,6,82093.0807,63.5122261,DDoS,0.3333333333333333
1143393,4,0,20.99015824,3.498359707,DDoS,1.0
140926,3,5,82546.86857,56.76738146,DDoS,0.25
1142545,5,0,26.25717149,4.376195248,DDoS,1.0
134167,3,5,86705.37465,59.62718105,DDoS,0.25
1149140,5,0,26.10647963,4.351079938,DDoS,1.0
120499,3,5,96540.22025,66.39059245,DDoS,0.25
1133294,4,0,21.17720556,3.52953426,DDoS,1.0
120674,3,5,96400.21877,66.29431361,DDoS,0.25
1131969,4,0,21.20199405,3.533665675,DDoS,1.0
118823,2,4,97851.42607,50.49527448,DDoS,0.3333333333333333
1142013,4,0,21.01552259,3.502587098,DDoS,1.0
118989,3,4,97765.33965,58.82896738,DDoS,0.14285714285714285
1139995,4,0,21.05272392,3.508787319,DDoS,1.0
117223,3,5,99238.20411,68.24599268,DDoS,0.25
1138972,4,0,21.07163302,3.511938836,DDoS,1.0
116344,3,5,99987.96672,68.76160352,DDoS,0.25
1137003,4,0,21.10812373,3.518020621,DDoS,1.0
116507,3,5,99848.0778,68.66540208,DDoS,0.25
1131002,4,0,21.22012163,3.536686938,DDoS,1.0
116873,3,5,99535.39312,68.4503692,DDoS,0.25
1130004,4,0,21.23886287,3.539810479,DDoS,1.0
116287,3,6,100036.9775,77.39472168,DDoS,0.3333333333333333
1128017,4,0,21.27627509,3.546045849,DDoS,1.0
115519,3,5,100702.049,69.25267705,DDoS,0.25
17,2,1,1058823.529,176470.5882,DDoS,0.3333333333333333
1125982,3,0,15.98604596,2.664340993,DDoS,1.0
114837,3,5,101300.1036,69.66395848,DDoS,0.25
1125001,4,0,21.33331437,3.555552395,DDoS,1.0
836939,3,6,13892.29084,10.75347188,DDoS,0.3333333333333333
333999,5,0,89.82062821,14.9701047,DDoS,1.0
836147,3,6,13905.44964,10.76365759,DDoS,0.3333333333333333
340966,5,0,87.98531232,14.66421872,DDoS,1.0
835207,3,6,13921.0998,10.77577175,DDoS,0.3333333333333333
348009,5,0,86.20466712,14.36744452,DDoS,1.0
834999,3,6,13924.56757,10.77845602,DDoS,0.3333333333333333
344956,5,0,86.96761326,14.49460221,DDoS,1.0
818551,3,5,14211.69848,9.773367817,DDoS,0.25
802588,3,4,14486.88493,8.721785025,DDoS,0.14285714285714285
792427,3,6,14672.64493,11.35751306,DDoS,0.3333333333333333
310000,5,0,96.77419355,16.12903226,DDoS,1.0
791593,3,5,14688.10361,10.10620357,DDoS,0.25
790331,3,5,14711.55756,10.12234115,DDoS,0.25
787701,3,6,14760.67696,11.42565517,DDoS,0.3333333333333333
788544,3,6,14744.89692,11.41344047,DDoS,0.3333333333333333
783778,3,5,14834.55774,10.20697187,DDoS,0.25
784527,3,6,14828.04288,11.47188051,DDoS,0.3333333333333333
995499,3,6,11685.59687,9.040692155,DDoS,0.3333333333333333
125725,4,0,190.8928216,31.81547027,DDoS,1.0
996404,3,6,11674.98324,9.032480801,DDoS,0.3333333333333333
129840,4,0,184.8428835,30.80714726,DDoS,1.0
1044754,3,5,11134.67859,7.657304973,DDoS,0.25
74035,5,0,405.2137503,67.53562504,DDoS,1.0
1043634,3,6,11146.62803,8.623712911,DDoS,0.3333333333333333
80024,4,0,299.910027,49.9850045,DDoS,1.0
1042827,3,5,11155.25394,7.671454613,DDoS,0.25
79018,5,0,379.6603306,63.27672176,DDoS,1.0
1041791,3,4,11166.34718,6.719197997,DDoS,0.14285714285714285
74043,4,0,324.135975,54.02266251,DDoS,1.0
1041101,3,5,11173.74779,7.684172813,DDoS,0.25
66575,5,0,450.619602,75.10326699,DDoS,1.0
331637,3,6,35059.41738,27.13810582,DDoS,0.3333333333333333
12347640,4,0,1.943691264,0.323948544,DDoS,1.0
332296,3,6,34989.88853,27.0842863,DDoS,0.3333333333333333
12346684,5,0,2.429802204,0.404967034,DDoS,1.0
329363,3,6,35301.47588,27.32547372,DDoS,0.3333333333333333
12344662,5,0,2.430200195,0.405033366,DDoS,1.0
327340,3,6,35519.64318,27.49434838,DDoS,0.3333333333333333
12345761,5,0,2.429983862,0.40499731,DDoS,1.0
309538,3,5,37562.43175,25.84496895,DDoS,0.25
304980,3,5,38143.48482,26.23122828,DDoS,0.25
304399,3,5,38216.28849,26.28129527,DDoS,0.25
303396,3,4,38342.62812,23.07215652,DDoS,0.14285714285714285
302464,3,5,38460.7755,26.44942869,DDoS,0.25
301988,3,6,38521.3982,29.80250871,DDoS,0.3333333333333333
301917,3,6,38530.45705,29.80951719,DDoS,0.3333333333333333
301236,3,5,38617.56231,26.55725079,DDoS,0.25
300887,3,5,38662.35497,26.58805465,DDoS,0.25
120973,3,6,96161.95349,74.39676622,DDoS,0.3333333333333333
119278,3,5,97528.46292,67.07020574,DDoS,0.25
70172,3,4,165778.3731,99.75488799,DDoS,0.14285714285714285
69488,3,5,167410.2003,115.1277918,DDoS,0.25
68803,3,5,169076.9298,116.2739997,DDoS,0.25
67974,3,5,171138.9649,117.6920587,DDoS,0.25
67113,3,5,173334.5254,119.201943,DDoS,0.25
41487,3,4,280256.4659,168.7275532,DDoS,0.14285714285714285
12284665,5,0,2.442069035,0.407011506,DDoS,1.0
39522,3,6,294190.5774,227.7212692,DDoS,0.3333333333333333
12289689,5,0,2.441070722,0.40684512,DDoS,1.0
39758,3,4,292444.2879,176.0651944,DDoS,0.14285714285714285
12288713,5,0,2.441264598,0.406877433,DDoS,1.0
38545,3,5,301647.4251,207.5496173,DDoS,0.25
12287698,5,0,2.441466253,0.406911042,DDoS,1.0
629921,3,6,18457.87011,14.28750589,DDoS,0.3333333333333333
11683688,4,0,2.054145917,0.342357653,DDoS,1.0
619858,3,5,18757.52188,12.90618174,DDoS,0.25
11678654,5,0,2.568789177,0.42813153,DDoS,1.0
746621,3,4,15572.82745,9.375573417,DDoS,0.14285714285714285
11554321,4,0,2.077144992,0.346190832,DDoS,1.0
747669,3,4,15550.99917,9.362431771,DDoS,0.14285714285714285
11553004,4,0,2.077381779,0.346230296,DDoS,1.0
751096,3,6,15480.04516,11.98248959,DDoS,0.3333333333333333
11551025,4,0,2.07773769,0.346289615,DDoS,1.0
751535,3,5,15471.00268,10.64488015,DDoS,0.25
11549349,5,0,2.597549005,0.432924834,DDoS,1.0
11546591,4,0,2.078535561,0.346422593,DDoS,1.0
749722,3,4,15508.41512,9.336794172,DDoS,0.14285714285714285
11546697,4,0,2.07851648,0.346419413,DDoS,1.0
753009,3,4,15440.7185,9.29603763,DDoS,0.14285714285714285
11542975,4,0,2.079186691,0.346531115,DDoS,1.0
800391,3,4,14526.6501,8.745725527,DDoS,0.14285714285714285
11491455,5,0,2.610635468,0.435105911,DDoS,1.0
803112,3,6,14477.43279,11.20640708,DDoS,0.3333333333333333
11489714,4,0,2.088824839,0.348137473,DDoS,1.0
799301,3,6,14546.45997,11.25983828,DDoS,0.3333333333333333
11492418,4,0,2.088333369,0.348055562,DDoS,1.0
802232,3,4,14493.31365,8.725655421,DDoS,0.14285714285714285
11487851,4,0,2.089163587,0.348193931,DDoS,1.0
801482,3,4,14506.87601,8.733820597,DDoS,0.14285714285714285
11486801,4,0,2.089354556,0.348225759,DDoS,1.0
800991,3,5,14515.76859,9.987627826,DDoS,0.25
11483070,5,0,2.612541768,0.435423628,DDoS,1.0
799614,3,4,14540.76592,8.754223913,DDoS,0.14285714285714285
11483721,4,0,2.089914933,0.348319155,DDoS,1.0
794428,3,5,14643.24017,10.07013851,DDoS,0.25
11482394,5,0,2.612695576,0.435449263,DDoS,1.0
1585328,3,6,7337.913668,5.677058628,DDoS,0.3333333333333333
10688725,4,0,2.245356673,0.374226112,DDoS,1.0
1584405,3,6,7342.188392,5.680365816,DDoS,0.3333333333333333
10685885,4,0,2.245953424,0.374325571,DDoS,1.0
1581929,3,5,7353.680222,5.057116976,DDoS,0.25
10681756,4,0,2.24682159,0.374470265,DDoS,1.0
983248,3,5,11825.09397,8.136299286,DDoS,0.25
10679731,5,0,2.809059517,0.468176586,DDoS,1.0
974120,3,5,11942.06053,8.212540549,DDoS,0.25
1187712,3,5,9794.461957,6.735639616,DDoS,0.25
10351729,4,0,2.318453275,0.386408879,DDoS,1.0
1186849,3,6,9801.583858,7.583104506,DDoS,0.3333333333333333
10349724,4,0,2.318902417,0.386483736,DDoS,1.0
1184904,3,4,9817.672993,5.90765159,DDoS,0.14285714285714285
10348705,4,0,2.319130751,0.386521792,DDoS,1.0
1183181,3,5,9831.969918,6.761433796,DDoS,0.25
10347723,4,0,2.319350837,0.386558473,DDoS,1.0
1182252,3,5,9839.695767,6.766746853,DDoS,0.25
10346706,4,0,2.319578811,0.386596468,DDoS,1.0
1181544,3,5,9845.59187,6.770801595,DDoS,0.25
10344655,4,0,2.320038706,0.386673118,DDoS,1.0
1180209,3,5,9856.728766,6.778460425,DDoS,0.25
10336741,4,0,2.321814971,0.386969162,DDoS,1.0
1129229,3,5,10301.71914,7.084479765,DDoS,0.25
1128494,3,5,10308.42876,7.089093961,DDoS,0.25
1127985,3,5,10313.0804,7.092292894,DDoS,0.25
1126888,3,5,10323.11996,7.099197081,DDoS,0.25
1126220,3,5,10329.24295,7.10340786,DDoS,0.25
1125146,3,4,10339.10266,6.221414821,DDoS,0.14285714285714285
1124263,3,4,10347.22303,6.226301141,DDoS,0.14285714285714285
1123449,3,5,10354.72015,7.120928498,DDoS,0.25
332994,3,5,34916.54504,24.0244569,DDoS,0.25
10311767,5,0,2.909297698,0.48488295,DDoS,1.0
332235,3,5,34996.31285,24.07934143,DDoS,0.25
10307670,5,0,2.91045406,0.485075677,DDoS,1.0
324126,3,5,35871.8523,24.68175956,DDoS,0.25
313734,3,4,37079.18173,22.31189479,DDoS,0.14285714285714285
46010,3,6,252705.9335,195.6096501,DDoS,0.3333333333333333
10283775,4,0,2.333773347,0.388962224,DDoS,1.0
44724,3,6,259972.2744,201.2342367,DDoS,0.3333333333333333
10283730,4,0,2.333783559,0.388963927,DDoS,1.0
44195,3,5,263084.0593,181.015952,DDoS,0.25
10282732,5,0,2.917512583,0.486252097,DDoS,1.0
43404,3,5,267878.5365,184.3148097,DDoS,0.25
10281815,5,0,2.917772786,0.486295464,DDoS,1.0
42575,3,4,273094.539,164.4157369,DDoS,0.14285714285714285
10277746,4,0,2.335142355,0.389190393,DDoS,1.0
41541,3,5,279892.1547,192.5808238,DDoS,0.25
10279776,5,0,2.918351528,0.486391921,DDoS,1.0
34886,3,6,333285.5587,257.9831451,DDoS,0.3333333333333333
10274449,4,0,2.335891686,0.389315281,DDoS,1.0
631289,3,6,18417.872,14.25654494,DDoS,0.3333333333333333
9684870,4,0,2.478092117,0.413015353,DDoS,1.0
633953,3,6,18340.47634,14.19663603,DDoS,0.3333333333333333
9681737,5,0,3.098617531,0.516436255,DDoS,1.0
631845,3,4,18401.66497,11.07866645,DDoS,0.14285714285714285
9681766,5,0,3.09860825,0.516434708,DDoS,1.0
636282,3,6,18273.34421,14.1446717,DDoS,0.3333333333333333
9676759,5,0,3.100211548,0.516701925,DDoS,1.0
631145,3,4,18422.07417,11.09095374,DDoS,0.14285714285714285
9687578,5,0,3.09674926,0.516124877,DDoS,1.0
773996,3,6,15022.04146,11.62796707,DDoS,0.3333333333333333
9544382,5,0,3.14321032,0.523868387,DDoS,1.0
770605,3,4,15088.14503,9.083771842,DDoS,0.14285714285714285
9546724,4,0,2.513951383,0.418991897,DDoS,1.0
765646,3,6,15185.86919,11.75477962,DDoS,0.3333333333333333
9549257,4,0,2.513284541,0.418880757,DDoS,1.0
761010,3,4,15278.38005,9.198302256,DDoS,0.14285714285714285
9539705,4,0,2.515801065,0.419300178,DDoS,1.0
761532,3,4,15267.90732,9.191997185,DDoS,0.14285714285714285
9536949,5,0,3.145660106,0.524276684,DDoS,1.0
757987,3,6,15339.31321,11.87355456,DDoS,0.3333333333333333
9539719,5,0,3.144746716,0.524124453,DDoS,1.0
757698,3,5,15345.1639,10.55829631,DDoS,0.25
9537255,5,0,3.145559178,0.524259863,DDoS,1.0
757876,3,4,15341.55983,9.236339454,DDoS,0.14285714285714285
9534505,4,0,2.517173152,0.419528859,DDoS,1.0
793672,3,6,14657.18836,11.339697,DDoS,0.3333333333333333
9475737,5,0,3.165980651,0.527663442,DDoS,1.0
1586494,3,6,7332.52064,5.672886251,DDoS,0.3333333333333333
8680639,4,0,2.764773423,0.46079557,DDoS,1.0
1585106,3,5,7338.94137,5.046981085,DDoS,0.25
8690748,4,0,2.761557463,0.460259577,DDoS,1.0
1584778,3,6,7340.460304,5.679028861,DDoS,0.3333333333333333
8691745,4,0,2.761240694,0.460206782,DDoS,1.0
1583168,3,5,7347.925173,5.053159235,DDoS,0.25
8689815,4,0,2.761853964,0.460308994,DDoS,1.0
1582248,3,5,7352.197633,5.056097401,DDoS,0.25
8688820,4,0,2.762170237,0.460361706,DDoS,1.0
1578522,3,5,7369.552024,5.068031994,DDoS,0.25
8680817,4,0,2.764716731,0.460786122,DDoS,1.0
989304,3,5,11752.70695,8.086493131,DDoS,0.25
8677801,5,0,3.457097023,0.576182837,DDoS,1.0
986244,3,5,11789.17185,8.111582935,DDoS,0.25
8675795,4,0,2.766317093,0.461052849,DDoS,1.0
986328,3,4,11788.16783,7.097030602,DDoS,0.14285714285714285
8676788,4,0,2.766000506,0.461000084,DDoS,1.0
985946,3,4,11792.7351,7.099780313,DDoS,0.14285714285714285
8674832,4,0,2.766624184,0.461104031,DDoS,1.0
982129,3,4,11844.67621,7.127373288,DDoS,0.14285714285714285
906097,3,6,12838.5813,9.932711398,DDoS,0.3333333333333333
8629725,5,0,3.476356431,0.579392738,DDoS,1.0
903480,3,6,12875.76925,9.961482269,DDoS,0.3333333333333333
8627789,4,0,2.781709196,0.463618199,DDoS,1.0
901710,3,5,12901.04357,8.872032028,DDoS,0.25
8626796,4,0,2.782029388,0.463671565,DDoS,1.0
900846,3,5,12913.41694,8.88054118,DDoS,0.25
8625750,4,0,2.782366751,0.463727792,DDoS,1.0
899945,3,4,12926.3455,7.778253115,DDoS,0.14285714285714285
8623805,4,0,2.782994282,0.46383238,DDoS,1.0
899547,3,4,12932.06469,7.781694564,DDoS,0.14285714285714285
8621799,4,0,2.78364179,0.463940298,DDoS,1.0
899234,3,6,12936.56601,10.00851836,DDoS,0.3333333333333333
8616786,4,0,2.785261233,0.464210206,DDoS,1.0
897633,3,6,12959.63941,10.02636935,DDoS,0.3333333333333333
844471,3,6,13775.48785,10.65755958,DDoS,0.3333333333333333
51157,3,7,227280.724,195.4766699,DDoS,0.4
8595873,4,0,2.792037528,0.465339588,DDoS,1.0
50536,3,4,230073.6109,138.5151179,DDoS,0.14285714285714285
8593879,4,0,2.792685352,0.465447559,DDoS,1.0
49082,3,6,236889.2873,183.366611,DDoS,0.3333333333333333
8595776,4,0,2.792069035,0.465344839,DDoS,1.0
48080,3,4,241826.1231,145.5906822,DDoS,0.14285714285714285
49687,3,4,234004.8705,140.8819208,DDoS,0.14285714285714285
48685,3,5,238820.9921,164.3216596,DDoS,0.25
41669,3,6,279032.3742,215.9879047,DDoS,0.3333333333333333
42114,3,6,276083.9626,213.7056561,DDoS,0.3333333333333333
41960,3,6,277240.2288,214.4899905,DDoS,0.3333333333333333
40965,3,4,283974.1243,170.8775784,DDoS,0.14285714285714285
240170,3,6,48436.52413,37.4734563,DDoS,0.3333333333333333
8422374,5,0,3.561941087,0.593656848,DDoS,1.0
267737,3,6,43426.9451,33.61507748,DDoS,0.3333333333333333
8329901,4,0,2.881186703,0.480197784,DDoS,1.0
267934,3,6,43395.01519,33.59036181,DDoS,0.3333333333333333
8328720,5,0,3.601994064,0.600332344,DDoS,1.0
267118,3,4,43527.57957,26.20564694,DDoS,0.14285714285714285
8327597,4,0,2.881983842,0.48033064,DDoS,1.0
266758,3,5,43586.32168,29.98972852,DDoS,0.25
8338828,5,0,3.597627868,0.599604645,DDoS,1.0
265922,3,6,43723.34745,33.8445108,DDoS,0.3333333333333333
8338787,4,0,2.878116445,0.479686074,DDoS,1.0
263749,3,4,44083.57946,26.54038499,DDoS,0.14285714285714285
8336787,4,0,2.878806907,0.479801151,DDoS,1.0
261354,3,4,44487.55328,26.7835962,DDoS,0.14285714285714285
8325797,4,0,2.882606914,0.480434486,DDoS,1.0
260744,3,4,44591.6301,26.84625533,DDoS,0.14285714285714285
8323810,4,0,2.88329503,0.480549172,DDoS,1.0
257547,3,4,45145.15797,27.1795051,DDoS,0.14285714285714285
8324788,4,0,2.882956299,0.480492716,DDoS,1.0
248331,3,5,46844.73545,32.21506779,DDoS,0.25
293940,3,6,39576.10397,30.61849357,DDoS,0.3333333333333333
8283801,4,0,2.897220732,0.482870122,DDoS,1.0
293116,3,4,39687.35927,23.88133026,DDoS,0.14285714285714285
