;Unnamed: 0;season;division;round;localTeam;visitorTeam;localGoals;visitorGoals;date;timestamp
2212;30723;2010-11;1;32;Real Madrid;Barcelona;1;1;16/04/2011;1302904800
2213;30724;2010-11;1;32;Malaga;Mallorca;3;0;16/04/2011;1302904800
2214;30725;2010-11;1;32;Osasuna;Atletico de Bilbao;1;2;17/04/2011;1302991200
2215;30726;2010-11;1;32;Real Sociedad;Sporting de Gijon;2;1;17/04/2011;1302991200
2216;30727;2010-11;1;32;Espanol;Atletico de Madrid;2;2;17/04/2011;1302991200
2217;30728;2010-11;1;32;Levante;Hercules;2;1;17/04/2011;1302991200
2218;30729;2010-11;1;32;Deportivo;Santander;2;0;17/04/2011;1302991200
2219;30730;2010-11;1;32;Villarreal;Zaragoza;1;0;18/04/2011;1303077600
2220;30731;2010-11;1;33;Valencia;Real Madrid;3;6;23/04/2011;1303509600
2221;30732;2010-11;1;33;Barcelona;Osasuna;2;0;23/04/2011;1303509600
2222;30733;2010-11;1;33;Atletico de Bilbao;Real Sociedad;2;1;23/04/2011;1303509600
2223;30734;2010-11;1;33;Mallorca;Getafe;2;0;24/04/2011;1303596000
2224;30735;2010-11;1;33;Sevilla;Villarreal;3;2;24/04/2011;1303596000
2225;30736;2010-11;1;33;Sporting de Gijon;Espanol;1;0;24/04/2011;1303596000
2226;30737;2010-11;1;33;Atletico de Madrid;Levante;4;1;24/04/2011;1303596000
2227;30738;2010-11;1;33;Hercules;Deportivo;1;0;24/04/2011;1303596000
2228;30739;2010-11;1;33;Santander;Malaga;1;2;24/04/2011;1303596000
2229;30740;2010-11;1;33;Zaragoza;Almeria;1;0;25/04/2011;1303682400
2230;30741;2010-11;1;34;Real Madrid;Zaragoza;2;3;30/04/2011;1304114400
2231;30742;2010-11;1;34;Real Sociedad;Barcelona;2;1;30/04/2011;1304114400
2232;30743;2010-11;1;34;Deportivo;Atletico de Madrid;0;1;30/04/2011;1304114400
2233;30744;2010-11;1;34;Villarreal;Getafe;2;1;01/05/2011;1304200800
2234;30745;2010-11;1;34;Almeria;Sevilla;0;1;01/05/2011;1304200800
2235;30746;2010-11;1;34;Osasuna;Valencia;1;0;01/05/2011;1304200800
2236;30747;2010-11;1;34;Levante;Sporting de Gijon;0;0;01/05/2011;1304200800
2237;30748;2010-11;1;34;Malaga;Hercules;3;1;01/05/2011;1304200800
2238;30749;2010-11;1;34;Santander;Mallorca;2;0;01/05/2011;1304200800
2239;30750;2010-11;1;34;Espanol;Atletico de Bilbao;2;1;02/05/2011;1304287200
2240;30751;2010-11;1;35;Getafe;Almeria;2;0;07/05/2011;1304719200
2241;30752;2010-11;1;35;Sevilla;Real Madrid;2;6;07/05/2011;1304719200
2242;30753;2010-11;1;35;Valencia;Real Sociedad;3;0;07/05/2011;1304719200
2243;30754;2010-11;1;35;Atletico de Bilbao;Levante;3;2;07/05/2011;1304719200
2244;30755;2010-11;1;35;Sporting de Gijon;Deportivo;2;2;07/05/2011;1304719200
2245;30756;2010-11;1;35;Atletico de Madrid;Malaga;0;3;07/05/2011;1304719200
2246;30757;2010-11;1;35;Hercules;Santander;2;3;07/05/2011;1304719200
2247;30758;2010-11;1;35;Mallorca;Villarreal;0;0;08/05/2011;1304805600
2248;30759;2010-11;1;35;Zaragoza;Osasuna;1;3;08/05/2011;1304805600
2249;30760;2010-11;1;35;Barcelona;Espanol;2;0;08/05/2011;1304805600
2250;30761;2010-11;1;36;Real Madrid;Getafe;4;0;10/05/2011;1304978400
2251;30762;2010-11;1;36;Deportivo;Atletico de Bilbao;2;1;10/05/2011;1304978400
2252;30763;2010-11;1;36;Malaga;Sporting de Gijon;2;0;10/05/2011;1304978400
2253;30764;2010-11;1;36;Santander;Atletico de Madrid;2;1;10/05/2011;1304978400
2254;30765;2010-11;1;36;Almeria;Villarreal;0;0;11/05/2011;1305064800
2255;30766;2010-11;1;36;Osasuna;Sevilla;3;2;11/05/2011;1305064800
2256;30767;2010-11;1;36;Real Sociedad;Zaragoza;2;1;11/05/2011;1305064800
2257;30768;2010-11;1;36;Espanol;Valencia;2;2;11/05/2011;1305064800
2258;30769;2010-11;1;36;Levante;Barcelona;1;1;11/05/2011;1305064800
2259;30770;2010-11;1;36;Hercules;Mallorca;2;2;11/05/2011;1305064800
2260;30771;2010-11;1;37;Almeria;Mallorca;3;1;15/05/2011;1305410400
2261;30772;2010-11;1;37;Villarreal;Real Madrid;1;3;15/05/2011;1305410400
2262;30773;2010-11;1;37;Getafe;Osasuna;2;0;15/05/2011;1305410400
2263;30774;2010-11;1;37;Sevilla;Real Sociedad;3;1;15/05/2011;1305410400
2264;30775;2010-11;1;37;Zaragoza;Espanol;1;0;15/05/2011;1305410400
2265;30776;2010-11;1;37;Valencia;Levante;0;0;15/05/2011;1305410400
2266;30777;2010-11;1;37;Barcelona;Deportivo;0;0;15/05/2011;1305410400
2267;30778;2010-11;1;37;Atletico de Bilbao;Malaga;1;1;15/05/2011;1305410400
2268;30779;2010-11;1;37;Sporting de Gijon;Santander;2;1;15/05/2011;1305410400
2269;30780;2010-11;1;37;Atletico de Madrid;Hercules;2;1;15/05/2011;1305410400
2270;30781;2010-11;1;38;Real Madrid;Almeria;8;1;21/05/2011;1305928800
2271;30782;2010-11;1;38;Osasuna;Villarreal;1;0;21/05/2011;1305928800
2272;30783;2010-11;1;38;Real Sociedad;Getafe;1;1;21/05/2011;1305928800
2273;30784;2010-11;1;38;Espanol;Sevilla;2;3;21/05/2011;1305928800
2274;30785;2010-11;1;38;Levante;Zaragoza;1;2;21/05/2011;1305928800
2275;30786;2010-11;1;38;Deportivo;Valencia;0;2;21/05/2011;1305928800
2276;30787;2010-11;1;38;Malaga;Barcelona;1;3;21/05/2011;1305928800
2277;30788;2010-11;1;38;Santander;Atletico de Bilbao;1;2;21/05/2011;1305928800
2278;30789;2010-11;1;38;Hercules;Sporting de Gijon;0;0;21/05/2011;1305928800
2279;30790;2010-11;1;38;Mallorca;Atletico de Madrid;3;4;21/05/2011;1305928800
2280;31253;2011-12;1;1;Espanol;Granada;3;0;21/01/2012;1327100400
2281;31254;2011-12;1;1;Santander;Getafe;1;2;21/01/2012;1327100400
2282;31255;2011-12;1;1;Real Sociedad;Atletico de Madrid;0;4;21/01/2012;1327100400
2283;31256;2011-12;1;1;Betis;Sevilla;1;1;21/01/2012;1327100400
2284;31257;2011-12;1;1;Osasuna;Valencia;1;1;22/01/2012;1327186800
2285;31258;2011-12;1;1;Rayo Vallecano;Mallorca;0;1;22/01/2012;1327186800
2286;31259;2011-12;1;1;Malaga;Barcelona;1;4;22/01/2012;1327186800
2287;31260;2011-12;1;1;Levante;Zaragoza;0;0;22/01/2012;1327186800
2288;31261;2011-12;1;1;Real Madrid;Atletico de Bilbao;4;1;22/01/2012;1327186800
2289;31262;2011-12;1;1;Villarreal;Sporting de Gijon;3;0;23/01/2012;1327273200
2290;31263;2011-12;1;2;Sporting de Gijon;Real Sociedad;1;2;27/08/2011;1314396000
2291;31264;2011-12;1;2;Valencia;Santander;4;3;27/08/2011;1314396000
2292;31265;2011-12;1;2;Granada;Betis;0;1;27/08/2011;1314396000
2293;31266;2011-12;1;2;Atletico de Madrid;Osasuna;0;0;28/08/2011;1314482400
2294;31267;2011-12;1;2;Atletico de Bilbao;Rayo Vallecano;1;1;28/08/2011;1314482400
2295;31268;2011-12;1;2;Mallorca;Espanol;1;0;28/08/2011;1314482400
2296;31269;2011-12;1;2;Getafe;Levante;1;1;28/08/2011;1314482400
2297;31270;2011-12;1;2;Zaragoza;Real Madrid;0;6;28/08/2011;1314482400
2298;31271;2011-12;1;2;Sevilla;Malaga;2;1;28/08/2011;1314482400
2299;31272;2011-12;1;2;Barcelona;Villarreal;5;0;29/08/2011;1314568800
2300;31273;2011-12;1;3;Real Sociedad;Barcelona;2;2;10/09/2011;1315605600
2301;31274;2011-12;1;3;Villarreal;Sevilla;2;2;10/09/2011;1315605600
2302;31275;2011-12;1;3;Real Madrid;Getafe;4;2;10/09/2011;1315605600
2303;31276;2011-12;1;3;Valencia;Atletico de Madrid;1;0;10/09/2011;1315605600
2304;31277;2011-12;1;3;Betis;Mallorca;1;0;11/09/2011;1315692000
2305;31278;2011-12;1;3;Santander;Levante;0;0;11/09/2011;1315692000
2306;31279;2011-12;1;3;Osasuna;Sporting de Gijon;2;1;11/09/2011;1315692000
2307;31280;2011-12;1;3;Rayo Vallecano;Zaragoza;0;0;11/09/2011;1315692000
2308;31281;2011-12;1;3;Espanol;Atletico de Bilbao;2;1;11/09/2011;1315692000
2309;31282;2011-12;1;3;Malaga;Granada;4;0;12/09/2011;1315778400
2310;31283;2011-12;1;4;Sporting de Gijon;Valencia;0;1;17/09/2011;1316210400
2311;31284;2011-12;1;4;Granada;Villarreal;1;0;17/09/2011;1316210400
2312;31285;2011-12;1;4;Mallorca;Malaga;0;1;17/09/2011;1316210400
2313;31286;2011-12;1;4;Barcelona;Osasuna;8;0;17/09/2011;1316210400
2314;31287;2011-12;1;4;Sevilla;Real Sociedad;1;0;17/09/2011;1316210400
2315;31288;2011-12;1;4;Getafe;Rayo Vallecano;0;1;18/09/2011;1316296800
2316;31289;2011-12;1;4;Zaragoza;Espanol;2;1;18/09/2011;1316296800
2317;31290;2011-12;1;4;Atletico de Madrid;Santander;4;0;18/09/2011;1316296800
2318;31291;2011-12;1;4;Levante;Real Madrid;1;0;18/09/2011;1316296800
2319;31292;2011-12;1;4;Atletico de Bilbao;Betis;2;3;18/09/2011;1316296800
2320;31293;2011-12;1;5;Osasuna;Sevilla;0;0;20/09/2011;1316469600
2321;31294;2011-12;1;5;Real Sociedad;Granada;1;0;20/09/2011;1316469600
2322;31295;2011-12;1;5;Villarreal;Mallorca;2;0;20/09/2011;1316469600
2323;31296;2011-12;1;5;Atletico de Madrid;Sporting de Gijon;4;0;21/09/2011;1316556000
2324;31297;2011-12;1;5;Malaga;Atletico de Bilbao;1;0;21/09/2011;1316556000
2325;31298;2011-12;1;5;Rayo Vallecano;Levante;1;2;21/09/2011;1316556000
2326;31299;2011-12;1;5;Santander;Real Madrid;0;0;21/09/2011;1316556000
2327;31300;2011-12;1;5;Valencia;Barcelona;2;2;21/09/2011;1316556000
2328;31301;2011-12;1;5;Espanol;Getafe;1;0;22/09/2011;1316642400
2329;31302;2011-12;1;5;Betis;Zaragoza;4;3;22/09/2011;1316642400
2330;31303;2011-12;1;6;Sevilla;Valencia;1;0;24/09/2011;1316815200
2331;31304;2011-12;1;6;Atletico de Bilbao;Villarreal;1;1;24/09/2011;1316815200
2332;31305;2011-12;1;6;Real Madrid;Rayo Vallecano;6;2;24/09/2011;1316815200
2333;31306;2011-12;1;6;Barcelona;Atletico de Madrid;5;0;24/09/2011;1316815200
2334;31307;2011-12;1;6;Mallorca;Real Sociedad;2;1;25/09/2011;1316901600
2335;31308;2011-12;1;6;Levante;Espanol;3;1;25/09/2011;1316901600
2336;31309;2011-12;1;6;Granada;Osasuna;1;1;25/09/2011;1316901600
2337;31310;2011-12;1;6;Sporting de Gijon;Santander;0;0;25/09/2011;1316901600
2338;31311;2011-12;1;6;Zaragoza;Malaga;0;0;25/09/2011;1316901600
2339;31312;2011-12;1;6;Getafe;Betis;1;0;26/09/2011;1316988000
2340;31313;2011-12;1;7;Osasuna;Mallorca;2;2;01/10/2011;1317420000
2341;31314;2011-12;1;7;Villarreal;Zaragoza;2;2;01/10/2011;1317420000
2342;31315;2011-12;1;7;Santander;Rayo Vallecano;1;1;01/10/2011;1317420000
2343;31316;2011-12;1;7;Valencia;Granada;1;0;01/10/2011;1317420000
2344;31317;2011-12;1;7;Malaga;Getafe;3;2;01/10/2011;1317420000
2345;31318;2011-12;1;7;Real Sociedad;Atletico de Bilbao;1;2;02/10/2011;1317506400
2346;31319;2011-12;1;7;Betis;Levante;0;1;02/10/2011;1317506400
2347;31320;2011-12;1;7;Atletico de Madrid;Sevilla;0;0;02/10/2011;1317506400
2348;31321;2011-12;1;7;Sporting de Gijon;Barcelona;0;1;02/10/2011;1317506400
2349;31322;2011-12;1;7;Espanol;Real Madrid;0;4;02/10/2011;1317506400
2350;31323;2011-12;1;8;Mallorca;Valencia;1;1;15/10/2011;1318629600
2351;31324;2011-12;1;8;Getafe;Villarreal;0;0;15/10/2011;1318629600
2352;31325;2011-12;1;8;Real Madrid;Betis;4;1;15/10/2011;1318629600
2353;31326;2011-12;1;8;Barcelona;Santander;3;0;15/10/2011;1318629600
2354;31327;2011-12;1;8;Granada;Atletico de Madrid;0;0;15/10/2011;1318629600
2355;31328;2011-12;1;8;Rayo Vallecano;Espanol;0;1;16/10/2011;1318716000
2356;31329;2011-12;1;8;Zaragoza;Real Sociedad;2;0;16/10/2011;1318716000
2357;31330;2011-12;1;8;Levante;Malaga;3;0;16/10/2011;1318716000
2358;31331;2011-12;1;8;Sevilla;Sporting de Gijon;2;1;16/10/2011;1318716000
2359;31332;2011-12;1;8;Atletico de Bilbao;Osasuna;3;1;17/10/2011;1318802400
2360;31333;2011-12;1;9;Sporting de Gijon;Granada;2;0;22/10/2011;1319234400
2361;31334;2011-12;1;9;Santander;Espanol;0;1;22/10/2011;1319234400
2362;31335;2011-12;1;9;Malaga;Real Madrid;0;4;22/10/2011;1319234400
2363;31336;2011-12;1;9;Barcelona;Sevilla;0;0;22/10/2011;1319234400
2364;31337;2011-12;1;9;Betis;Rayo Vallecano;0;2;23/10/2011;1319320800
2365;31338;2011-12;1;9;Real Sociedad;Getafe;0;0;23/10/2011;1319320800
2366;31339;2011-12;1;9;Atletico de Madrid;Mallorca;1;1;23/10/2011;1319320800
2367;31340;2011-12;1;9;Osasuna;Zaragoza;3;0;23/10/2011;1319320800
2368;31341;2011-12;1;9;Valencia;Atletico de Bilbao;1;1;23/10/2011;1319320800
2369;31342;2011-12;1;9;Villarreal;Levante;0;3;23/10/2011;1319320800
2370;31343;2011-12;1;10;Granada;Barcelona;0;1;25/10/2011;1319493600
2371;31344;2011-12;1;10;Sevilla;Santander;2;2;25/10/2011;1319493600
2372;31345;2011-12;1;10;Zaragoza;Valencia;0;1;26/10/2011;1319580000
2373;31346;2011-12;1;10;Getafe;Osasuna;2;2;26/10/2011;1319580000
2374;31347;2011-12;1;10;Levante;Real Sociedad;3;2;26/10/2011;1319580000
2375;31348;2011-12;1;10;Rayo Vallecano;Malaga;2;0;26/10/2011;1319580000
2376;31349;2011-12;1;10;Mallorca;Sporting de Gijon;1;2;26/10/2011;1319580000
2377;31350;2011-12;1;10;Real Madrid;Villarreal;3;0;26/10/2011;1319580000
2378;31351;2011-12;1;10;Espanol;Betis;1;0;27/10/2011;1319666400
2379;31352;2011-12;1;10;Atletico de Bilbao;Atletico de Madrid;3;0;27/10/2011;1319666400
2380;31353;2011-12;1;11;Valencia;Getafe;3;1;29/10/2011;1319839200
2381;31354;2011-12;1;11;Villarreal;Rayo Vallecano;2;0;29/10/2011;1319839200
2382;31355;2011-12;1;11;Barcelona;Mallorca;5;0;29/10/2011;1319839200
2383;31356;2011-12;1;11;Real Sociedad;Real Madrid;0;1;29/10/2011;1319839200
2384;31357;2011-12;1;11;Sporting de Gijon;Atletico de Bilbao;1;1;30/10/2011;1319925600
2385;31358;2011-12;1;11;Osasuna;Levante;2;0;30/10/2011;1319925600
2386;31359;2011-12;1;11;Santander;Betis;1;0;30/10/2011;1319925600
2387;31360;2011-12;1;11;Atletico de Madrid;Zaragoza;3;1;30/10/2011;1319925600
2388;31361;2011-12;1;11;Malaga;Espanol;2;1;30/10/2011;1319925600
2389;31362;2011-12;1;11;Sevilla;Granada;1;2;31/10/2011;1320015600
2390;31363;2011-12;1;12;Mallorca;Sevilla;0;0;05/11/2011;1320447600
2391;31364;2011-12;1;12;Betis;Malaga;0;0;05/11/2011;1320447600
2392;31365;2011-12;1;12;Levante;Valencia;0;2;05/11/2011;1320447600
2393;31366;2011-12;1;12;Real Madrid;Osasuna;7;1;06/11/2011;1320534000
2394;31367;2011-12;1;12;Granada;Santander;0;0;06/11/2011;1320534000
2395;31368;2011-12;1;12;Zaragoza;Sporting de Gijon;2;2;06/11/2011;1320534000
2396;31369;2011-12;1;12;Rayo Vallecano;Real Sociedad;4;0;06/11/2011;1320534000
2397;31370;2011-12;1;12;Espanol;Villarreal;0;0;06/11/2011;1320534000
2398;31371;2011-12;1;12;Atletico de Bilbao;Barcelona;2;2;06/11/2011;1320534000
2399;31372;2011-12;1;12;Getafe;Atletico de Madrid;3;2;06/11/2011;1320534000
2400;31373;2011-12;1;13;Villarreal;Betis;1;0;19/11/2011;1321657200
2401;31374;2011-12;1;13;Barcelona;Zaragoza;4;0;19/11/2011;1321657200
2402;31375;2011-12;1;13;Valencia;Real Madrid;2;3;19/11/2011;1321657200
2403;31376;2011-12;1;13;Real Sociedad;Espanol;0;0;20/11/2011;1321743600
2404;31377;2011-12;1;13;Sporting de Gijon;Getafe;2;1;20/11/2011;1321743600
2405;31378;2011-12;1;13;Osasuna;Rayo Vallecano;0;0;20/11/2011;1321743600
2406;31379;2011-12;1;13;Sevilla;Atletico de Bilbao;1;2;20/11/2011;1321743600
2407;31380;2011-12;1;13;Atletico de Madrid;Levante;3;2;20/11/2011;1321743600
2408;31381;2011-12;1;13;Santander;Malaga;1;3;21/11/2011;1321830000
2409;31382;2011-12;1;13;Granada;Mallorca;2;2;07/12/2011;1323212400
2410;31383;2011-12;1;14;Rayo Vallecano;Valencia;1;2;26/11/2011;1322262000
2411;31384;2011-12;1;14;Real Madrid;Atletico de Madrid;4;1;26/11/2011;1322262000
2412;31385;2011-12;1;14;Getafe;Barcelona;1;0;26/11/2011;1322262000
2413;31386;2011-12;1;14;Betis;Real Sociedad;2;3;27/11/2011;1322348400
2414;31387;2011-12;1;14;Levante;Sporting de Gijon;4;0;27/11/2011;1322348400
2415;31388;2011-12;1;14;Mallorca;Santander;2;1;27/11/2011;1322348400
2416;31389;2011-12;1;14;Espanol;Osasuna;1;2;27/11/2011;1322348400
2417;31390;2011-12;1;14;Atletico de Bilbao;Granada;0;1;27/11/2011;1322348400
2418;31391;2011-12;1;14;Zaragoza;Sevilla;0;1;27/11/2011;1322348400
2419;31392;2011-12;1;14;Malaga;Villarreal;2;1;28/11/2011;1322434800
2420;31393;2011-12;1;15;Sporting de Gijon;Real Madrid;0;3;03/12/2011;1322866800
2421;31394;2011-12;1;15;Santander;Villarreal;1;0;03/12/2011;1322866800
2422;31395;2011-12;1;15;Barcelona;Levante;5;0;03/12/2011;1322866800
2423;31396;2011-12;1;15;Valencia;Espanol;2;1;03/12/2011;1322866800
2424;31397;2011-12;1;15;Atletico de Madrid;Rayo Vallecano;3;1;04/12/2011;1322953200
2425;31398;2011-12;1;15;Real Sociedad;Malaga;3;2;04/12/2011;1322953200
2426;31399;2011-12;1;15;Osasuna;Betis;2;1;04/12/2011;1322953200
2427;31400;2011-12;1;15;Mallorca;Atletico de Bilbao;1;1;04/12/2011;1322953200
2428;31401;2011-12;1;15;Granada;Zaragoza;1;0;04/12/2011;1322953200
2429;31402;2011-12;1;15;Sevilla;Getafe;3;0;05/12/2011;1323039600
2430;31403;2011-12;1;16;Levante;Sevilla;1;0;10/12/2011;1323471600
2431;31404;2011-12;1;16;Betis;Valencia;2;1;10/12/2011;1323471600
2432;31405;2011-12;1;16;Real Madrid;Barcelona;1;3;10/12/2011;1323471600
2433;31406;2011-12;1;16;Rayo Vallecano;Sporting de Gijon;1;3;11/12/2011;1323558000
2434;31407;2011-12;1;16;Getafe;Granada;1;0;11/12/2011;1323558000
2435;31408;2011-12;1;16;Villarreal;Real Sociedad;1;1;11/12/2011;1323558000
2436;31409;2011-12;1;16;Zaragoza;Mallorca;0;1;11/12/2011;1323558000
2437;31410;2011-12;1;16;Malaga;Osasuna;1;1;11/12/2011;1323558000
2438;31411;2011-12;1;16;Atletico de Bilbao;Santander;1;1;11/12/2011;1323558000
2439;31412;2011-12;1;16;Espanol;Atletico de Madrid;4;2;11/12/2011;1323558000
2440;31413;2011-12;1;17;Barcelona;Rayo Vallecano;4;0;29/11/2011;1322521200
2441;31414;2011-12;1;17;Mallorca;Getafe;1;2;17/12/2011;1324076400
2442;31415;2011-12;1;17;Sporting de Gijon;Espanol;1;2;17/12/2011;1324076400
2443;31416;2011-12;1;17;Atletico de Bilbao;Zaragoza;2;1;17/12/2011;1324076400
2444;31417;2011-12;1;17;Sevilla;Real Madrid;2;6;17/12/2011;1324076400
2445;31418;2011-12;1;17;Atletico de Madrid;Betis;0;2;18/12/2011;1324162800
2446;31419;2011-12;1;17;Granada;Levante;2;1;18/12/2011;1324162800
2447;31420;2011-12;1;17;Osasuna;Villarreal;2;1;18/12/2011;1324162800
2448;31421;2011-12;1;17;Santander;Real Sociedad;0;0;18/12/2011;1324162800
2449;31422;2011-12;1;17;Valencia;Malaga;2;0;18/12/2011;1324162800
2450;31423;2011-12;1;18;Santander;Zaragoza;1;0;07/01/2012;1325890800
2451;31424;2011-12;1;18;Levante;Mallorca;0;0;07/01/2012;1325890800
2452;31425;2011-12;1;18;Real Sociedad;Osasuna;0;0;07/01/2012;1325890800
2453;31426;2011-12;1;18;Real Madrid;Granada;5;1;07/01/2012;1325890800
2454;31427;2011-12;1;18;Malaga;Atletico de Madrid;0;0;07/01/2012;1325890800
2455;31428;2011-12;1;18;Rayo Vallecano;Sevilla;2;1;08/01/2012;1325977200
2456;31429;2011-12;1;18;Getafe;Atletico de Bilbao;0;0;08/01/2012;1325977200
2457;31430;2011-12;1;18;Villarreal;Valencia;2;2;08/01/2012;1325977200
2458;31431;2011-12;1;18;Betis;Sporting de Gijon;2;0;08/01/2012;1325977200
2459;31432;2011-12;1;18;Espanol;Barcelona;1;1;08/01/2012;1325977200
2460;31433;2011-12;1;19;Zaragoza;Getafe;1;1;14/01/2012;1326495600
2461;31434;2011-12;1;19;Granada;Rayo Vallecano;1;2;14/01/2012;1326495600
2462;31435;2011-12;1;19;Sevilla;Espanol;0;0;14/01/2012;1326495600
2463;31436;2011-12;1;19;Mallorca;Real Madrid;1;2;14/01/2012;1326495600
2464;31437;2011-12;1;19;Valencia;Real Sociedad;0;1;14/01/2012;1326495600
2465;31438;2011-12;1;19;Atletico de Madrid;Villarreal;3;0;15/01/2012;1326582000
2466;31439;2011-12;1;19;Osasuna;Santander;0;2;15/01/2012;1326582000
2467;31440;2011-12;1;19;Atletico de Bilbao;Levante;3;0;15/01/2012;1326582000
2468;31441;2011-12;1;19;Sporting de Gijon;Malaga;2;1;15/01/2012;1326582000
2469;31442;2011-12;1;19;Barcelona;Betis;4;2;15/01/2012;1326582000
2470;31443;2011-12;1;20;Getafe;Santander;1;1;01/05/2012;1335823200
2471;31444;2011-12;1;20;Granada;Espanol;2;1;01/05/2012;1335823200
2472;31445;2011-12;1;20;Sporting de Gijon;Villarreal;2;3;01/05/2012;1335823200
2473;31446;2011-12;1;20;Atletico de Madrid;Real Sociedad;1;1;02/05/2012;1335909600
2474;31447;2011-12;1;20;Barcelona;Malaga;4;1;02/05/2012;1335909600
2475;31448;2011-12;1;20;Sevilla;Betis;1;2;02/05/2012;1335909600
2476;31449;2011-12;1;20;Mallorca;Rayo Vallecano;1;0;02/05/2012;1335909600
2477;31450;2011-12;1;20;Zaragoza;Levante;1;0;02/05/2012;1335909600
2478;31451;2011-12;1;20;Valencia;Osasuna;4;0;02/05/2012;1335909600
2479;31452;2011-12;1;20;Atletico de Bilbao;Real Madrid;0;3;02/05/2012;1335909600
2480;31453;2011-12;1;21;Espanol;Mallorca;1;0;28/01/2012;1327705200
2481;31454;2011-12;1;21;Rayo Vallecano;Atletico de Bilbao;2;3;28/01/2012;1327705200
2482;31455;2011-12;1;21;Real Madrid;Zaragoza;3;1;28/01/2012;1327705200
2483;31456;2011-12;1;21;Villarreal;Barcelona;0;0;28/01/2012;1327705200
2484;31457;2011-12;1;21;Betis;Granada;1;2;29/01/2012;1327791600
2485;31458;2011-12;1;21;Real Sociedad;Sporting de Gijon;5;1;29/01/2012;1327791600
2486;31459;2011-12;1;21;Levante;Getafe;1;2;29/01/2012;1327791600
2487;31460;2011-12;1;21;Santander;Valencia;2;2;29/01/2012;1327791600
2488;31461;2011-12;1;21;Malaga;Sevilla;2;1;29/01/2012;1327791600
2489;31462;2011-12;1;21;Osasuna;Atletico de Madrid;0;1;30/01/2012;1327878000
2490;31463;2011-12;1;22;Mallorca;Betis;1;0;04/02/2012;1328310000
2491;31464;2011-12;1;22;Atletico de Bilbao;Espanol;3;3;04/02/2012;1328310000
2492;31465;2011-12;1;22;Levante;Santander;1;1;04/02/2012;1328310000
2493;31466;2011-12;1;22;Getafe;Real Madrid;0;1;04/02/2012;1328310000
2494;31467;2011-12;1;22;Barcelona;Real Sociedad;2;1;04/02/2012;1328310000
2495;31468;2011-12;1;22;Sporting de Gijon;Osasuna;1;1;05/02/2012;1328396400
2496;31469;2011-12;1;22;Sevilla;Villarreal;1;2;05/02/2012;1328396400
2497;31470;2011-12;1;22;Zaragoza;Rayo Vallecano;1;2;05/02/2012;1328396400
2498;31471;2011-12;1;22;Atletico de Madrid;Valencia;0;0;05/02/2012;1328396400
2499;31472;2011-12;1;22;Granada;Malaga;2;1;06/02/2012;1328482800
2500;31473;2011-12;1;23;Santander;Atletico de Madrid;0;0;11/02/2012;1328914800
2501;31474;2011-12;1;23;Osasuna;Barcelona;3;2;11/02/2012;1328914800
2502;31475;2011-12;1;23;Betis;Atletico de Bilbao;2;1;11/02/2012;1328914800
2503;31476;2011-12;1;23;Espanol;Zaragoza;0;2;12/02/2012;1329001200
2504;31477;2011-12;1;23;Malaga;Mallorca;3;1;12/02/2012;1329001200
2505;31478;2011-12;1;23;Rayo Vallecano;Getafe;2;0;12/02/2012;1329001200
2506;31479;2011-12;1;23;Valencia;Sporting de Gijon;4;0;12/02/2012;1329001200
2507;31480;2011-12;1;23;Villarreal;Granada;3;1;12/02/2012;1329001200
2508;31481;2011-12;1;23;Real Madrid;Levante;4;2;12/02/2012;1329001200
2509;31482;2011-12;1;23;Real Sociedad;Sevilla;2;0;13/02/2012;1329087600
2510;31483;2011-12;1;24;Getafe;Espanol;1;1;18/02/2012;1329519600
2511;31484;2011-12;1;24;Real Madrid;Santander;4;0;18/02/2012;1329519600
2512;31485;2011-12;1;24;Sevilla;Osasuna;2;0;18/02/2012;1329519600
2513;31486;2011-12;1;24;Granada;Real Sociedad;4;1;19/02/2012;1329606000
2514;31487;2011-12;1;24;Atletico de Bilbao;Malaga;3;0;19/02/2012;1329606000
2515;31488;2011-12;1;24;Sporting de Gijon;Atletico de Madrid;1;1;19/02/2012;1329606000
2516;31489;2011-12;1;24;Mallorca;Villarreal;4;0;19/02/2012;1329606000
2517;31490;2011-12;1;24;Levante;Rayo Vallecano;3;5;19/02/2012;1329606000
2518;31491;2011-12;1;24;Barcelona;Valencia;5;1;19/02/2012;1329606000
2519;31492;2011-12;1;24;Zaragoza;Betis;0;2;20/02/2012;1329692400
2520;31493;2011-12;1;25;Santander;Sporting de Gijon;1;1;25/02/2012;1330124400
2521;31494;2011-12;1;25;Betis;Getafe;1;1;25/02/2012;1330124400
2522;31495;2011-12;1;25;Malaga;Zaragoza;5;1;25/02/2012;1330124400
2523;31496;2011-12;1;25;Espanol;Levante;1;2;25/02/2012;1330124400
2524;31497;2011-12;1;25;Villarreal;Atletico de Bilbao;2;2;26/02/2012;1330210800
2525;31498;2011-12;1;25;Rayo Vallecano;Real Madrid;0;1;26/02/2012;1330210800
2526;31499;2011-12;1;25;Valencia;Sevilla;1;2;26/02/2012;1330210800
2527;31500;2011-12;1;25;Osasuna;Granada;2;1;26/02/2012;1330210800
2528;31501;2011-12;1;25;Real Sociedad;Mallorca;1;0;26/02/2012;1330210800
2529;31502;2011-12;1;25;Atletico de Madrid;Barcelona;1;2;26/02/2012;1330210800
